0,"['LOCATION2', ',', 'LOCATION1']",LOCATION1,['general'],None
0,"['LOCATION2', ',', 'LOCATION1']",LOCATION1,['price'],None
0,"['LOCATION2', ',', 'LOCATION1']",LOCATION1,['safety'],None
0,"['LOCATION2', ',', 'LOCATION1']",LOCATION1,"['transit', 'location']",None
1006,"['But', 'then', 'again', 'a', 'cold', 'wet', 'afternoon', 'in', 'LOCATION1', 'or', 'LOCATION2', 'can', 'also', 'be', 'amazing']",LOCATION1,['general'],None
1006,"['But', 'then', 'again', 'a', 'cold', 'wet', 'afternoon', 'in', 'LOCATION1', 'or', 'LOCATION2', 'can', 'also', 'be', 'amazing']",LOCATION1,['price'],None
1006,"['But', 'then', 'again', 'a', 'cold', 'wet', 'afternoon', 'in', 'LOCATION1', 'or', 'LOCATION2', 'can', 'also', 'be', 'amazing']",LOCATION1,['safety'],None
1006,"['But', 'then', 'again', 'a', 'cold', 'wet', 'afternoon', 'in', 'LOCATION1', 'or', 'LOCATION2', 'can', 'also', 'be', 'amazing']",LOCATION1,"['transit', 'location']",None
1008,"['Thanks', 'in', 'advance', 'Yes', ',', 'LOCATION1', 'is', 'the', 'London', 'station', 'for', 'Coventry']",LOCATION1,['general'],None
1008,"['Thanks', 'in', 'advance', 'Yes', ',', 'LOCATION1', 'is', 'the', 'London', 'station', 'for', 'Coventry']",LOCATION1,['price'],None
1008,"['Thanks', 'in', 'advance', 'Yes', ',', 'LOCATION1', 'is', 'the', 'London', 'station', 'for', 'Coventry']",LOCATION1,['safety'],None
1008,"['Thanks', 'in', 'advance', 'Yes', ',', 'LOCATION1', 'is', 'the', 'London', 'station', 'for', 'Coventry']",LOCATION1,"['transit', 'location']",None
1012,"['algate', ',', 'LOCATION1']",LOCATION1,['general'],None
1012,"['algate', ',', 'LOCATION1']",LOCATION1,['price'],None
1012,"['algate', ',', 'LOCATION1']",LOCATION1,['safety'],None
1012,"['algate', ',', 'LOCATION1']",LOCATION1,"['transit', 'location']",None
1013,"['Some', 'parts', 'of', 'outer', 'north', 'and', 'west', 'London', 'are', 'in', 'LOCATION1', 'although', 'as', 'a', 'county', 'it', 'was', 'abolished', 'years', 'ago']",LOCATION1,['general'],None
1013,"['Some', 'parts', 'of', 'outer', 'north', 'and', 'west', 'London', 'are', 'in', 'LOCATION1', 'although', 'as', 'a', 'county', 'it', 'was', 'abolished', 'years', 'ago']",LOCATION1,['price'],None
1013,"['Some', 'parts', 'of', 'outer', 'north', 'and', 'west', 'London', 'are', 'in', 'LOCATION1', 'although', 'as', 'a', 'county', 'it', 'was', 'abolished', 'years', 'ago']",LOCATION1,['safety'],None
1013,"['Some', 'parts', 'of', 'outer', 'north', 'and', 'west', 'London', 'are', 'in', 'LOCATION1', 'although', 'as', 'a', 'county', 'it', 'was', 'abolished', 'years', 'ago']",LOCATION1,"['transit', 'location']",None
1015,"['LOCATION1', 'is', 'a', 'bit', 'like', 'LOCATION2', ',', 'or', 'I', 'guess', 'most', 'other', 'London', 'suburbs']",LOCATION1,['general'],None
1015,"['LOCATION1', 'is', 'a', 'bit', 'like', 'LOCATION2', ',', 'or', 'I', 'guess', 'most', 'other', 'London', 'suburbs']",LOCATION1,['price'],None
1015,"['LOCATION1', 'is', 'a', 'bit', 'like', 'LOCATION2', ',', 'or', 'I', 'guess', 'most', 'other', 'London', 'suburbs']",LOCATION1,['safety'],None
1015,"['LOCATION1', 'is', 'a', 'bit', 'like', 'LOCATION2', ',', 'or', 'I', 'guess', 'most', 'other', 'London', 'suburbs']",LOCATION1,"['transit', 'location']",None
1017,"['We', 'actually', 'went', 'from', 'LOCATION1']",LOCATION1,['general'],None
1017,"['We', 'actually', 'went', 'from', 'LOCATION1']",LOCATION1,['price'],None
1017,"['We', 'actually', 'went', 'from', 'LOCATION1']",LOCATION1,['safety'],None
1017,"['We', 'actually', 'went', 'from', 'LOCATION1']",LOCATION1,"['transit', 'location']",None
101,"['LOCATION1', 'is', 'the', 'place', 'for', 'you', 'I', ""'d"", 'like', 'to', 'rent', 'a', 'place', 'and', 'I', ""'ve"", 'found', 'a', 'lovely', 'apartment', 'off', 'of', 'Oxford', 'Street', 'but', 'I', ""'d"", 'like', 'to', 'know', 'what', ""'s"", 'the', 'best', 'area', 'and', 'look', 'at', 'some', 'more', 'properties', 'before', 'I', 'make', 'a', 'decision']",LOCATION1,['general'],None
101,"['LOCATION1', 'is', 'the', 'place', 'for', 'you', 'I', ""'d"", 'like', 'to', 'rent', 'a', 'place', 'and', 'I', ""'ve"", 'found', 'a', 'lovely', 'apartment', 'off', 'of', 'Oxford', 'Street', 'but', 'I', ""'d"", 'like', 'to', 'know', 'what', ""'s"", 'the', 'best', 'area', 'and', 'look', 'at', 'some', 'more', 'properties', 'before', 'I', 'make', 'a', 'decision']",LOCATION1,['price'],None
